,time,A,W,C,beta_hat,alpha,gamma,zeta,limit,q,r,N,M,p,s_final,route_adjacent_ratio,traced_edges,traced_edges_distant,group 0 adoption rate,group 1 adoption rate,avg. exp. interval - group 0,avg. exp. interval - group 1,avg. eff. inf. interval - group 0,avg. eff. inf. interval - group 1,case,infected_ratio
10208,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,564,233,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10209,246,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,793,0.8659626320064988,558,209,,1.0,,3.1570945945945947,,4.000987654320988,q-0.5_r-0.1,-16.622222222222224
10210,31,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2020,1.0,614,245,,1.0,,3.0,,0.0019753086419753087,q-0.5_r-0.1,-43.888888888888886
10211,389,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1321,0.8520625889046942,575,218,,1.0,,3.171597633136095,,2.091851851851852,q-0.5_r-0.1,-28.355555555555554
10212,78,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1990,0.7647058823529411,613,246,,1.0,,2.8421052631578947,,0.07604938271604939,q-0.5_r-0.1,-43.22222222222222
10213,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,577,238,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10214,41,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2018,1.0,568,206,,1.0,,3.25,,0.01037037037037037,q-0.5_r-0.1,-43.84444444444444
10215,330,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1048,0.8657786885245902,582,220,,1.0,,2.8506493506493507,,2.8296296296296295,q-0.5_r-0.1,-22.288888888888888
10216,34,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2016,1.0,608,245,,1.0,,1.8,,0.013827160493827161,q-0.5_r-0.1,-43.8
10217,12,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,1.0,581,231,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.93333333333333
10218,355,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,806,0.8489326765188834,577,240,,1.0,,2.879194630872483,,4.109135802469136,q-0.5_r-0.1,-16.91111111111111
10219,117,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1919,0.8666666666666667,604,233,,1.0,,3.5454545454545454,,0.291358024691358,q-0.5_r-0.1,-41.644444444444446
10220,51,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2014,0.7,566,232,,1.0,,5.5,,0.02567901234567901,q-0.5_r-0.1,-43.75555555555555
10221,260,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1790,0.8504273504273504,597,235,,1.0,,2.8,,0.6849382716049383,q-0.5_r-0.1,-38.77777777777778
10222,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,580,222,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10223,241,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1385,0.8732394366197183,533,214,,1.0,,2.6591639871382635,,2.0207407407407407,q-0.5_r-0.1,-29.77777777777778
10224,32,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,1.0,582,211,,1.0,,,,0.0,q-0.5_r-0.1,-43.955555555555556
10225,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,1.0,604,235,,1.0,,-1.0,,0.0004938271604938272,q-0.5_r-0.1,-43.93333333333333
10226,110,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1933,0.8791208791208791,598,243,,1.0,,2.5,,0.26123456790123456,q-0.5_r-0.1,-41.955555555555556
10227,300,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1016,0.8700396825396826,593,230,,1.0,,3.061224489795918,,3.2987654320987656,q-0.5_r-0.1,-21.57777777777778
10228,7,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,1.0,591,228,,1.0,,0.0,,0.0004938271604938272,q-0.5_r-0.1,-43.955555555555556
10229,255,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1193,0.8399518652226233,570,215,,1.0,,3.254278728606357,,2.8217283950617285,q-0.5_r-0.1,-25.511111111111113
10230,15,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2019,1.0,603,239,,1.0,,2.0,,0.006913580246913581,q-0.5_r-0.1,-43.86666666666667
10231,338,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1439,0.8564102564102564,587,234,,1.0,,3.0586080586080584,,1.7644444444444445,q-0.5_r-0.1,-30.977777777777778
10232,212,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1442,0.8694158075601375,594,219,,1.0,,3.298305084745763,,1.8301234567901234,q-0.5_r-0.1,-31.044444444444444
10233,45,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2015,1.0,560,227,,1.0,,4.0,,0.037530864197530864,q-0.5_r-0.1,-43.77777777777778
10234,394,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1012,0.8626482213438735,595,221,,1.0,,3.0770877944325483,,3.0009876543209875,q-0.5_r-0.1,-21.488888888888887
10235,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,0.5,602,225,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.93333333333333
10236,14,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2019,0.4,611,224,,1.0,,2.0,,0.0004938271604938272,q-0.5_r-0.1,-43.86666666666667
10237,60,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2004,0.75,616,228,,1.0,,3.8,,0.08987654320987655,q-0.5_r-0.1,-43.53333333333333
10238,275,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,761,0.8788598574821853,595,236,,1.0,,2.862295081967213,,4.124938271604938,q-0.5_r-0.1,-15.911111111111111
10239,366,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1344,0.836764705882353,570,240,,1.0,,2.830945558739255,,2.110617283950617,q-0.5_r-0.1,-28.866666666666667
10240,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,0.0,606,236,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.977777777777774
10241,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2021,1.0,612,239,,1.0,,-1.0,,0.0009876543209876543,q-0.5_r-0.1,-43.91111111111111
10242,30,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2012,0.8333333333333334,606,250,,1.0,,1.8,,0.013827160493827161,q-0.5_r-0.1,-43.71111111111111
10243,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,603,235,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10244,270,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1533,0.8818737270875764,592,217,,1.0,,3.330578512396694,,1.4355555555555555,q-0.5_r-0.1,-33.06666666666667
10245,8,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,0.0,621,241,,1.0,,0.0,,0.0,q-0.5_r-0.1,-43.955555555555556
10246,20,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2020,0.5,585,232,,1.0,,0.0,,0.0014814814814814814,q-0.5_r-0.1,-43.888888888888886
10247,248,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1296,0.8695054945054945,619,239,,1.0,,3.0518731988472623,,2.377283950617284,q-0.5_r-0.1,-27.8
10248,11,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2020,1.0,604,217,,1.0,,1.3333333333333333,,0.0019753086419753087,q-0.5_r-0.1,-43.888888888888886
10249,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,568,236,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10250,350,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1023,0.8521478521478522,551,229,,1.0,,3.0930232558139537,,3.1130864197530865,q-0.5_r-0.1,-21.733333333333334
10251,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,593,232,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10252,55,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2012,0.6666666666666666,575,224,,1.0,,3.6,,0.04345679012345679,q-0.5_r-0.1,-43.71111111111111
10253,304,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,946,0.8589981447124304,568,239,,1.0,,3.1382405745062836,,3.3758024691358024,q-0.5_r-0.1,-20.022222222222222
10254,34,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2021,1.0,578,235,,1.0,,,,0.012345679012345678,q-0.5_r-0.1,-43.91111111111111
10255,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,1.0,607,255,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.93333333333333
10256,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,585,236,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.977777777777774
10257,8,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2021,1.0,584,239,,1.0,,2.0,,0.0009876543209876543,q-0.5_r-0.1,-43.91111111111111
10258,139,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1933,0.8681318681318682,575,229,,1.0,,3.206896551724138,,0.23506172839506173,q-0.5_r-0.1,-41.955555555555556
10259,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2020,0.75,626,243,,1.0,,0.0,,0.0034567901234567903,q-0.5_r-0.1,-43.888888888888886
10260,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,578,233,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10261,9,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,566,234,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10262,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,578,229,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.977777777777774
10263,78,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2000,0.875,557,214,,1.0,,2.25,,0.08987654320987655,q-0.5_r-0.1,-43.44444444444444
10264,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,1.0,602,239,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.93333333333333
10265,24,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,559,236,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10266,77,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1968,0.875,643,246,,1.0,,3.1666666666666665,,0.20592592592592593,q-0.5_r-0.1,-42.733333333333334
10267,37,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,0.5,583,234,,1.0,,,,0.003950617283950617,q-0.5_r-0.1,-43.93333333333333
10268,36,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2004,0.9047619047619048,601,230,,1.0,,3.6923076923076925,,0.03802469135802469,q-0.5_r-0.1,-43.53333333333333
10269,380,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,846,0.8760611205432938,602,245,,1.0,,3.1001642036124797,,3.811358024691358,q-0.5_r-0.1,-17.8
10270,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,1.0,602,246,,1.0,,,,0.0,q-0.5_r-0.1,-43.955555555555556
10271,18,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,1.0,608,231,,1.0,,0.0,,0.0,q-0.5_r-0.1,-43.955555555555556
10272,25,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2021,0.6666666666666666,584,256,,1.0,,7.0,,0.006419753086419753,q-0.5_r-0.1,-43.91111111111111
10273,15,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,554,218,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10274,333,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1010,0.8727810650887574,603,233,,1.0,,3.1412213740458017,,3.3496296296296295,q-0.5_r-0.1,-21.444444444444443
10275,266,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,986,0.869942196531792,562,212,,1.0,,2.981447124304267,,3.242962962962963,q-0.5_r-0.1,-20.91111111111111
10276,433,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,986,0.8709055876685935,581,245,,1.0,,2.912087912087912,,3.3669135802469135,q-0.5_r-0.1,-20.91111111111111
10277,38,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2008,0.875,575,209,,1.0,,2.6666666666666665,,0.02666666666666667,q-0.5_r-0.1,-43.62222222222222
10278,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,,613,253,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10279,342,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,968,0.8579545454545454,640,233,,1.0,,2.9507874015748032,,3.2760493827160495,q-0.5_r-0.1,-20.511111111111113
10280,36,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2009,0.8666666666666667,595,233,,1.0,,4.5,,0.018271604938271607,q-0.5_r-0.1,-43.644444444444446
10281,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,598,222,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.977777777777774
10282,26,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2016,0.75,609,246,,1.0,,1.4,,0.025185185185185185,q-0.5_r-0.1,-43.8
10283,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,1.0,566,226,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.93333333333333
10284,275,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1315,0.8758815232722144,562,216,,1.0,,2.956896551724138,,2.162962962962963,q-0.5_r-0.1,-28.22222222222222
10285,115,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1908,0.8103448275862069,565,213,,1.0,,3.4915254237288136,,0.3437037037037037,q-0.5_r-0.1,-41.4
10286,219,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,948,0.8745353159851301,575,226,,1.0,,2.8894927536231885,,3.2039506172839505,q-0.5_r-0.1,-20.066666666666666
10287,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2023,1.0,608,228,,1.0,,,,0.0009876543209876543,q-0.5_r-0.1,-43.955555555555556
10288,365,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1173,0.8448883666274971,566,210,,1.0,,2.985042735042735,,2.6676543209876544,q-0.5_r-0.1,-25.066666666666666
10289,232,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,799,0.8759183673469387,599,235,,1.0,,3.0371621621621623,,3.7723456790123455,q-0.5_r-0.1,-16.755555555555556
10290,294,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1272,0.8430851063829787,582,230,,1.0,,2.821752265861027,,2.2646913580246912,q-0.5_r-0.1,-27.266666666666666
10291,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,558,209,,1.0,,-1.0,,0.0,q-0.5_r-0.1,-43.977777777777774
10292,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2024,1.0,587,228,,1.0,,,,0.0,q-0.5_r-0.1,-43.977777777777774
10293,255,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,940,0.8791512915129152,575,237,,1.0,,2.6463195691202874,,3.5387654320987654,q-0.5_r-0.1,-19.88888888888889
10294,31,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2015,0.6666666666666666,589,238,,1.0,,1.2857142857142858,,0.007901234567901235,q-0.5_r-0.1,-43.77777777777778
10295,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2017,0.8571428571428571,550,216,,1.0,,0.8333333333333334,,0.006913580246913581,q-0.5_r-0.1,-43.82222222222222
10296,148,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1927,0.9175257731958762,574,230,,1.0,,4.048780487804878,,0.32049382716049385,q-0.5_r-0.1,-41.82222222222222
10297,55,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2006,1.0,581,242,,1.0,,4.375,,0.05234567901234568,q-0.5_r-0.1,-43.577777777777776
10298,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,2022,0.5,600,258,,1.0,,2.0,,0.0004938271604938272,q-0.5_r-0.1,-43.93333333333333
10299,251,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.1,45,45,0.1,1011,0.859822309970385,619,253,,1.0,,2.9012875536480687,,3.2306172839506173,q-0.5_r-0.1,-21.466666666666665
10300,321,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1123,0.8568257491675916,744,203,,1.0,,2.9926829268292683,,2.708641975308642,q-0.5_r-0.15000000000000002,-23.955555555555556
10301,193,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1606,0.8971291866028708,791,225,,1.0,,3.2,,1.2320987654320987,q-0.5_r-0.15000000000000002,-34.68888888888889
10302,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2024,,753,242,,1.0,,,,0.0,q-0.5_r-0.15000000000000002,-43.977777777777774
10303,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2024,1.0,787,242,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.977777777777774
10304,132,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1870,0.8506493506493507,759,226,,1.0,,2.780821917808219,,0.5402469135802469,q-0.5_r-0.15000000000000002,-40.55555555555556
10305,242,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1716,0.8766233766233766,792,243,,1.0,,2.973684210526316,,0.9461728395061728,q-0.5_r-0.15000000000000002,-37.13333333333333
10306,68,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1987,0.8648648648648649,763,223,,1.0,,2.5416666666666665,,0.1254320987654321,q-0.5_r-0.15000000000000002,-43.15555555555556
10307,43,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2013,0.8181818181818182,770,233,,1.0,,5.6,,0.04691358024691358,q-0.5_r-0.15000000000000002,-43.733333333333334
10308,44,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2007,0.7647058823529411,802,236,,1.0,,3.4,,0.05037037037037037,q-0.5_r-0.15000000000000002,-43.6
10309,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2021,1.0,762,222,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.91111111111111
10310,452,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,983,0.8712776176753122,764,232,,1.0,,2.8385093167701863,,3.397530864197531,q-0.5_r-0.15000000000000002,-20.844444444444445
10311,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2023,1.0,740,229,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.955555555555556
10312,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2023,1.0,747,235,,1.0,,0.0,,0.0,q-0.5_r-0.15000000000000002,-43.955555555555556
10313,36,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2018,1.0,783,236,,1.0,,0.0,,0.023703703703703703,q-0.5_r-0.15000000000000002,-43.84444444444444
10314,44,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2003,0.8095238095238095,764,234,,1.0,,1.9333333333333333,,0.037037037037037035,q-0.5_r-0.15000000000000002,-43.51111111111111
10315,224,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1428,0.8758389261744967,745,217,,1.0,,2.9405594405594404,,1.9585185185185185,q-0.5_r-0.15000000000000002,-30.733333333333334
10316,9,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2023,1.0,757,230,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.955555555555556
10317,199,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1251,0.8796895213454075,741,217,,1.0,,3.0966183574879227,,2.5037037037037035,q-0.5_r-0.15000000000000002,-26.8
10318,301,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1280,0.8561827956989247,781,236,,1.0,,2.9825072886297375,,2.3935802469135803,q-0.5_r-0.15000000000000002,-27.444444444444443
10319,56,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2014,0.8,768,242,,1.0,,1.4,,0.047901234567901234,q-0.5_r-0.15000000000000002,-43.75555555555555
10320,52,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2004,0.75,753,234,,1.0,,2.357142857142857,,0.04148148148148148,q-0.5_r-0.15000000000000002,-43.53333333333333
10321,300,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,841,0.8605240912933221,767,225,,1.0,,2.9519867549668874,,3.774320987654321,q-0.5_r-0.15000000000000002,-17.68888888888889
10322,60,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2015,1.0,794,215,,1.0,,2.3333333333333335,,0.044444444444444446,q-0.5_r-0.15000000000000002,-43.77777777777778
10323,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2024,1.0,713,226,,1.0,,,,0.0,q-0.5_r-0.15000000000000002,-43.977777777777774
10324,27,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2021,0.6666666666666666,787,225,,1.0,,2.5,,0.005925925925925926,q-0.5_r-0.15000000000000002,-43.91111111111111
10325,45,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1999,0.88,806,245,,1.0,,3.25,,0.05037037037037037,q-0.5_r-0.15000000000000002,-43.422222222222224
10326,343,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,986,0.8795761078998073,730,223,,1.0,,2.7931726907630523,,3.317037037037037,q-0.5_r-0.15000000000000002,-20.91111111111111
10327,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2024,0.5,779,228,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.977777777777774
10328,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2022,0.5,787,230,,1.0,,1.0,,0.0034567901234567903,q-0.5_r-0.15000000000000002,-43.93333333333333
10329,12,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2022,1.0,796,241,,1.0,,3.0,,0.0009876543209876543,q-0.5_r-0.15000000000000002,-43.93333333333333
10330,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2022,1.0,752,224,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.93333333333333
10331,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2023,1.0,771,234,,1.0,,-1.0,,0.0,q-0.5_r-0.15000000000000002,-43.955555555555556
10332,98,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1936,0.8863636363636364,732,221,,1.0,,3.0681818181818183,,0.28,q-0.5_r-0.15000000000000002,-42.022222222222226
10333,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2024,1.0,770,233,,1.0,,,,0.0,q-0.5_r-0.15000000000000002,-43.977777777777774
10334,268,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1179,0.863905325443787,773,237,,1.0,,3.322418136020151,,2.6064197530864197,q-0.5_r-0.15000000000000002,-25.2
10335,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2023,1.0,745,232,,1.0,,0.0,,0.0,q-0.5_r-0.15000000000000002,-43.955555555555556
10336,219,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1445,0.8773747841105354,746,228,,1.0,,3.115830115830116,,1.6622222222222223,q-0.5_r-0.15000000000000002,-31.11111111111111
10337,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,2022,1.0,724,209,,1.0,,0.0,,0.0,q-0.5_r-0.15000000000000002,-43.93333333333333
10338,350,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.5,0.15000000000000002,45,45,0.1,1098,0.857451403887689,792,242,,1.0,,2.9207459207459205,,2.933333333333333,q-0.5_r-0.15000000000000002,-23.4
