,time,A,W,C,beta_hat,alpha,gamma,zeta,limit,q,r,N,M,p,s_final,route_adjacent_ratio,traced_edges,traced_edges_distant,group 0 adoption rate,group 1 adoption rate,avg. exp. interval - group 0,avg. exp. interval - group 1,avg. eff. inf. interval - group 0,avg. eff. inf. interval - group 1,case,infected_ratio
5269,52,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2013,1.0,2251,107,,1.0,,3.75,,0.037530864197530864,q-0.2_r-0.6000000000000001,-43.733333333333334
5270,52,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2014,0.9,2229,102,,1.0,,1.5,,0.024691358024691357,q-0.2_r-0.6000000000000001,-43.75555555555555
5271,59,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2004,0.9,2211,106,,1.0,,4.363636363636363,,0.06271604938271605,q-0.2_r-0.6000000000000001,-43.53333333333333
5272,24,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2020,0.75,2224,98,,1.0,,2.0,,0.0044444444444444444,q-0.2_r-0.6000000000000001,-43.888888888888886
5273,35,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2020,1.0,2287,87,,1.0,,2.6666666666666665,,0.007407407407407408,q-0.2_r-0.6000000000000001,-43.888888888888886
5274,19,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2021,1.0,2196,94,,1.0,,2.6666666666666665,,0.0034567901234567903,q-0.2_r-0.6000000000000001,-43.91111111111111
5275,173,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1772,0.8412698412698413,2271,102,,1.0,,3.051851851851852,,0.808395061728395,q-0.2_r-0.6000000000000001,-38.37777777777778
5276,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2024,0.0,2277,98,,1.0,,,,0.0,q-0.2_r-0.6000000000000001,-43.977777777777774
5277,28,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2021,1.0,2204,101,,1.0,,0.5,,-0.0004938271604938272,q-0.2_r-0.6000000000000001,-43.91111111111111
5278,50,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1982,0.9047619047619048,2173,92,,1.0,,2.25,,0.11703703703703704,q-0.2_r-0.6000000000000001,-43.044444444444444
5279,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2024,,2178,101,,1.0,,,,0.0,q-0.2_r-0.6000000000000001,-43.977777777777774
5280,20,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2020,1.0,2241,106,,1.0,,2.3333333333333335,,0.012839506172839505,q-0.2_r-0.6000000000000001,-43.888888888888886
5281,21,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2020,1.0,2249,106,,1.0,,0.0,,0.0009876543209876543,q-0.2_r-0.6000000000000001,-43.888888888888886
5282,24,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,1.0,2231,90,,1.0,,3.5,,0.0,q-0.2_r-0.6000000000000001,-43.93333333333333
5283,12,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,1.0,2201,111,,1.0,,1.0,,0.0019753086419753087,q-0.2_r-0.6000000000000001,-43.93333333333333
5284,98,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1926,0.8367346938775511,2215,97,,1.0,,2.9836065573770494,,0.3451851851851852,q-0.2_r-0.6000000000000001,-41.8
5285,37,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2010,0.9375,2232,108,,1.0,,2.3,,0.030123456790123456,q-0.2_r-0.6000000000000001,-43.666666666666664
5286,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2024,,2256,107,,1.0,,,,0.0,q-0.2_r-0.6000000000000001,-43.977777777777774
5287,31,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2023,0.0,2269,105,,1.0,,0.0,,0.011851851851851851,q-0.2_r-0.6000000000000001,-43.955555555555556
5288,69,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1964,0.7666666666666667,2226,106,,1.0,,2.9444444444444446,,0.15308641975308643,q-0.2_r-0.6000000000000001,-42.644444444444446
5289,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,1.0,2207,86,,1.0,,-0.5,,0.0019753086419753087,q-0.2_r-0.6000000000000001,-43.93333333333333
5290,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2024,1.0,2221,105,,1.0,,-1.0,,0.0,q-0.2_r-0.6000000000000001,-43.977777777777774
5291,7,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2024,,2227,97,,1.0,,,,0.0,q-0.2_r-0.6000000000000001,-43.977777777777774
5292,70,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1984,0.925,2226,101,,1.0,,3.2142857142857144,,0.07209876543209877,q-0.2_r-0.6000000000000001,-43.08888888888889
5293,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2019,1.0,2227,97,,1.0,,5.0,,0.0024691358024691358,q-0.2_r-0.6000000000000001,-43.86666666666667
5294,93,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,1929,0.8210526315789474,2226,87,,1.0,,3.75,,0.27555555555555555,q-0.2_r-0.6000000000000001,-41.86666666666667
5295,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,1.0,2232,92,,1.0,,-1.0,,0.0,q-0.2_r-0.6000000000000001,-43.93333333333333
5296,15,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2017,0.8571428571428571,2252,90,,1.0,,-0.5,,0.005925925925925926,q-0.2_r-0.6000000000000001,-43.82222222222222
5297,43,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2017,1.0,2191,104,,1.0,,1.0,,0.018765432098765432,q-0.2_r-0.6000000000000001,-43.82222222222222
5298,32,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,1.0,2191,85,,1.0,,,,0.0004938271604938272,q-0.2_r-0.6000000000000001,-43.93333333333333
5299,14,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.6000000000000001,45,45,0.1,2022,0.5,2204,105,,1.0,,,,0.0004938271604938272,q-0.2_r-0.6000000000000001,-43.93333333333333
5300,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2331,94,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5301,88,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1908,0.8275862068965517,2381,95,,1.0,,2.9107142857142856,,0.2474074074074074,q-0.2_r-0.65,-41.4
5302,40,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2016,1.0,2430,90,,1.0,,5.0,,0.01580246913580247,q-0.2_r-0.65,-43.8
5303,7,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2021,1.0,2447,117,,1.0,,1.5,,0.0004938271604938272,q-0.2_r-0.65,-43.91111111111111
5304,75,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1956,0.8823529411764706,2413,94,,1.0,,2.7777777777777777,,0.16493827160493826,q-0.2_r-0.65,-42.46666666666667
5305,30,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2011,1.0,2407,97,,1.0,,2.5555555555555554,,0.027654320987654323,q-0.2_r-0.65,-43.68888888888889
5306,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,0.5,2424,82,,1.0,,,,0.0,q-0.2_r-0.65,-43.955555555555556
5307,34,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2015,1.0,2468,101,,1.0,,1.25,,0.023209876543209877,q-0.2_r-0.65,-43.77777777777778
5308,51,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1993,0.9354838709677419,2417,92,,1.0,,1.7777777777777777,,0.10617283950617284,q-0.2_r-0.65,-43.28888888888889
5309,14,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2363,97,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5310,22,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2018,1.0,2438,88,,1.0,,0.5,,0.009382716049382716,q-0.2_r-0.65,-43.84444444444444
5311,34,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2016,1.0,2439,80,,1.0,,5.0,,0.01580246913580247,q-0.2_r-0.65,-43.8
5312,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2021,0.75,2367,99,,1.0,,-0.5,,0.0004938271604938272,q-0.2_r-0.65,-43.91111111111111
5313,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2439,87,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5314,73,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1977,0.8936170212765957,2467,93,,1.0,,3.4285714285714284,,0.18074074074074073,q-0.2_r-0.65,-42.93333333333333
5315,83,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1965,0.9152542372881356,2383,103,,1.0,,2.0,,0.16098765432098766,q-0.2_r-0.65,-42.666666666666664
5316,43,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2001,0.8695652173913043,2414,89,,1.0,,3.3333333333333335,,0.07160493827160494,q-0.2_r-0.65,-43.46666666666667
5317,9,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2021,0.6666666666666666,2413,105,,1.0,,3.0,,0.0014814814814814814,q-0.2_r-0.65,-43.91111111111111
5318,30,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2020,1.0,2419,102,,1.0,,3.0,,0.009876543209876543,q-0.2_r-0.65,-43.888888888888886
5319,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2382,101,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5320,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2468,107,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5321,55,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2007,0.7647058823529411,2461,95,,1.0,,2.0,,0.05580246913580247,q-0.2_r-0.65,-43.6
5322,75,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1994,0.7333333333333333,2446,108,,1.0,,2.8,,0.07753086419753086,q-0.2_r-0.65,-43.31111111111111
5323,48,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2019,1.0,2462,100,,1.0,,2.6666666666666665,,0.027160493827160494,q-0.2_r-0.65,-43.86666666666667
5324,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2020,1.0,2414,89,,1.0,,-0.5,,0.0024691358024691358,q-0.2_r-0.65,-43.888888888888886
5325,44,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2016,1.0,2388,75,,1.0,,4.75,,0.04049382716049383,q-0.2_r-0.65,-43.8
5326,55,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2007,0.9411764705882353,2405,93,,1.0,,1.4285714285714286,,0.05580246913580247,q-0.2_r-0.65,-43.6
5327,86,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1984,0.875,2440,101,,1.0,,3.090909090909091,,0.10271604938271604,q-0.2_r-0.65,-43.08888888888889
5328,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,0.5,2334,102,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.977777777777774
5329,97,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2012,0.75,2427,96,,1.0,,6.666666666666667,,0.05580246913580247,q-0.2_r-0.65,-43.71111111111111
5330,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2415,84,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5331,12,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2420,109,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5332,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2374,87,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.955555555555556
5333,8,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2459,96,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5334,31,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2003,0.9523809523809523,2416,76,,1.0,,2.1818181818181817,,0.036049382716049384,q-0.2_r-0.65,-43.51111111111111
5335,24,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2427,95,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5336,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,1.0,2430,107,,1.0,,,,0.0,q-0.2_r-0.65,-43.93333333333333
5337,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2421,95,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5338,182,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1697,0.8776758409785933,2406,109,,1.0,,3.0191082802547773,,0.980246913580247,q-0.2_r-0.65,-36.71111111111111
5339,24,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2427,95,,1.0,,4.0,,0.0034567901234567903,q-0.2_r-0.65,-43.955555555555556
5340,26,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2018,0.8333333333333334,2379,87,,1.0,,3.0,,0.01728395061728395,q-0.2_r-0.65,-43.84444444444444
5341,107,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1932,0.8804347826086957,2421,98,,1.0,,2.5208333333333335,,0.26024691358024693,q-0.2_r-0.65,-41.93333333333333
5342,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,0.6666666666666666,2442,82,,1.0,,1.0,,0.0,q-0.2_r-0.65,-43.93333333333333
5343,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2367,91,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5344,44,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2013,0.9090909090909091,2473,103,,1.0,,1.25,,0.02617283950617284,q-0.2_r-0.65,-43.733333333333334
5345,49,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2017,1.0,2394,101,,1.0,,2.2,,0.027160493827160494,q-0.2_r-0.65,-43.82222222222222
5346,35,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2019,1.0,2412,80,,1.0,,1.3333333333333333,,0.01728395061728395,q-0.2_r-0.65,-43.86666666666667
5347,6,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2394,99,,1.0,,4.0,,0.0004938271604938272,q-0.2_r-0.65,-43.955555555555556
5348,36,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2016,0.875,2422,109,,1.0,,3.0,,0.014814814814814815,q-0.2_r-0.65,-43.8
5349,4,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2430,106,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5350,22,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2473,89,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5351,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2364,83,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5352,151,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1912,0.9017857142857143,2400,100,,1.0,,2.981132075471698,,0.3550617283950617,q-0.2_r-0.65,-41.48888888888889
5353,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2413,74,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.955555555555556
5354,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2436,101,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.977777777777774
5355,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,0.5,2430,91,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.955555555555556
5356,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2422,106,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5357,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2439,107,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5358,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2370,84,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5359,76,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1985,0.8461538461538461,2421,81,,1.0,,2.7777777777777777,,0.10814814814814815,q-0.2_r-0.65,-43.111111111111114
5360,63,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2012,0.8333333333333334,2383,104,,1.0,,1.6,,0.0508641975308642,q-0.2_r-0.65,-43.71111111111111
5361,90,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1940,0.8333333333333334,2383,97,,1.0,,3.2,,0.2617283950617284,q-0.2_r-0.65,-42.111111111111114
5362,23,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2016,0.875,2465,87,,1.0,,1.0,,0.017777777777777778,q-0.2_r-0.65,-43.8
5363,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2435,104,,1.0,,,,0.0,q-0.2_r-0.65,-43.955555555555556
5364,25,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2019,1.0,2410,92,,1.0,,5.0,,0.0049382716049382715,q-0.2_r-0.65,-43.86666666666667
5365,115,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1922,0.8431372549019608,2392,82,,1.0,,2.4047619047619047,,0.28296296296296297,q-0.2_r-0.65,-41.71111111111111
5366,98,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1944,0.875,2421,91,,1.0,,2.7142857142857144,,0.2474074074074074,q-0.2_r-0.65,-42.2
5367,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2423,86,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5368,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2416,101,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5369,28,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2018,0.8333333333333334,2384,90,,1.0,,6.0,,0.012839506172839505,q-0.2_r-0.65,-43.84444444444444
5370,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,1.0,2417,92,,1.0,,2.0,,0.0034567901234567903,q-0.2_r-0.65,-43.93333333333333
5371,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2383,87,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.977777777777774
5372,46,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2011,0.7692307692307693,2396,85,,1.0,,1.8571428571428572,,0.027654320987654323,q-0.2_r-0.65,-43.68888888888889
5373,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2395,104,,1.0,,,,0.0004938271604938272,q-0.2_r-0.65,-43.955555555555556
5374,23,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2020,1.0,2379,88,,1.0,,4.0,,0.0049382716049382715,q-0.2_r-0.65,-43.888888888888886
5375,5,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2020,0.75,2460,102,,1.0,,0.0,,0.0014814814814814814,q-0.2_r-0.65,-43.888888888888886
5376,85,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1993,0.967741935483871,2395,109,,1.0,,3.0588235294117645,,0.08246913580246913,q-0.2_r-0.65,-43.28888888888889
5377,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2422,87,,1.0,,,,0.0,q-0.2_r-0.65,-43.955555555555556
5378,26,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2015,0.8888888888888888,2384,92,,1.0,,0.25,,0.0044444444444444444,q-0.2_r-0.65,-43.77777777777778
5379,43,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2021,1.0,2454,103,,1.0,,8.0,,0.012345679012345678,q-0.2_r-0.65,-43.91111111111111
5380,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2329,76,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.955555555555556
5381,10,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,1.0,2433,98,,1.0,,0.0,,0.0024691358024691358,q-0.2_r-0.65,-43.93333333333333
5382,27,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2015,0.8888888888888888,2382,97,,1.0,,3.6666666666666665,,0.01037037037037037,q-0.2_r-0.65,-43.77777777777778
5383,13,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,,2468,87,,1.0,,,,0.0,q-0.2_r-0.65,-43.977777777777774
5384,51,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1980,0.8,2420,99,,1.0,,4.75,,0.11259259259259259,q-0.2_r-0.65,-43.0
5385,7,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,1.0,2480,105,,1.0,,1.0,,0.002962962962962963,q-0.2_r-0.65,-43.93333333333333
5386,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2024,1.0,2431,89,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.977777777777774
5387,18,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2019,1.0,2447,117,,1.0,,3.6666666666666665,,0.002962962962962963,q-0.2_r-0.65,-43.86666666666667
5388,112,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1987,0.8108108108108109,2371,83,,1.0,,2.388888888888889,,0.10320987654320987,q-0.2_r-0.65,-43.15555555555556
5389,29,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2018,1.0,2374,108,,1.0,,3.3333333333333335,,0.014320987654320988,q-0.2_r-0.65,-43.84444444444444
5390,106,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1959,0.8307692307692308,2429,105,,1.0,,3.6296296296296298,,0.1782716049382716,q-0.2_r-0.65,-42.53333333333333
5391,101,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1990,0.9117647058823529,2414,84,,1.0,,3.7083333333333335,,0.09876543209876543,q-0.2_r-0.65,-43.22222222222222
5392,27,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,0.5,2433,101,,1.0,,,,0.007407407407407408,q-0.2_r-0.65,-43.93333333333333
5393,117,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1974,0.84,2451,104,,1.0,,2.4210526315789473,,0.18765432098765433,q-0.2_r-0.65,-42.86666666666667
5394,63,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2021,1.0,2383,81,,1.0,,0.0,,0.018271604938271607,q-0.2_r-0.65,-43.91111111111111
5395,2,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2022,1.0,2459,104,,1.0,,,,0.0,q-0.2_r-0.65,-43.93333333333333
5396,89,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1975,0.8367346938775511,2450,100,,1.0,,3.125,,0.15012345679012346,q-0.2_r-0.65,-42.888888888888886
5397,92,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,1970,0.8518518518518519,2415,90,,1.0,,2.40625,,0.13234567901234567,q-0.2_r-0.65,-42.77777777777778
5398,51,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2015,0.8888888888888888,2428,81,,1.0,,1.0,,0.028148148148148148,q-0.2_r-0.65,-43.77777777777778
5399,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.65,45,45,0.1,2023,1.0,2382,91,,1.0,,-1.0,,0.0,q-0.2_r-0.65,-43.955555555555556
5400,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.7000000000000001,45,45,0.1,2024,,2536,79,,1.0,,,,0.0,q-0.2_r-0.7000000000000001,-43.977777777777774
5401,3,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.7000000000000001,45,45,0.1,2023,1.0,2618,106,,1.0,,,,0.0,q-0.2_r-0.7000000000000001,-43.955555555555556
5402,1,1.0,0.5,,0.4,0.25,0.1,0.1,10,0.2,0.7000000000000001,45,45,0.1,2024,1.0,2616,105,,1.0,,,,0.0,q-0.2_r-0.7000000000000001,-43.977777777777774
